steering,left_speed,right_speed
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-50,-50
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-5,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-4,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-3,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-2,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
-1,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
2,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
1,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-40,-40
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-30,-30
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-20,-20
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,-10,-10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,10,10
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,20,20
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,30,30
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,40,40
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
0,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
-1,50,50
